ciutat,pagina,zona,carrer,preu,m2,preu_m2,nHab,nBanys
barcelona,27,Raval,,1.395,105,13,2,
barcelona,27,Raval,,1.290,105,12,2,
barcelona,27,Raval,,1.390,105,13,2,
barcelona,27,Raval,,1.390,105,13,2,
barcelona,27,Raval,,990,35,28,1,
barcelona,27,Raval,,990,32,31,1,
barcelona,27,Raval,,990,50,20,1,
barcelona,27,Raval,,1.650,60,28,2,
barcelona,27,Raval,,2.250,,,2,
barcelona,28,Raval,,1.850,,,1,
barcelona,28,Raval,,1.800,65,28,2,
barcelona,28,Raval,,1.700,65,26,2,
barcelona,28,Raval,,1.650,140,12,4,
barcelona,28,Raval,,1.650,95,17,4,
barcelona,28,Raval,,750,30,25,1,
barcelona,28,Raval,,1.650,49,34,3,
barcelona,28,Raval,,1.550,65,24,2,
barcelona,28,Raval,,1.950,110,18,2,
barcelona,28,Raval,,1.500,,,2,
barcelona,28,Raval,,1.500,,,2,
barcelona,28,Raval,,1.500,,,2,
barcelona,28,Raval,,995,50,20,1,
barcelona,28,Raval,,1.300,,,1,
barcelona,28,Raval,,1.300,,,1,
barcelona,28,Raval,,1.300,,,1,
barcelona,28,Raval,,1.300,,,1,
barcelona,28,Raval,,1.300,,,1,
barcelona,28,Raval,,1.300,,,1,
barcelona,28,Raval,,1.300,,,1,
barcelona,29,Raval,,1.300,,,1,
barcelona,29,Raval,,1.300,,,1,
barcelona,29,Raval,,1.300,,,1,
barcelona,29,Raval,,1.300,,,1,
barcelona,29,Raval,,1.300,,,1,
barcelona,29,Raval,,1.300,,,1,
barcelona,29,Raval,,1.300,,,1,
barcelona,29,Raval,,1.500,55,27,2,
barcelona,29,Raval,,1.500,55,27,2,
barcelona,29,Raval,,1.500,55,27,2,
barcelona,29,Raval,,2.500,65,38,2,
barcelona,29,Raval,,1.450,,,2,
barcelona,29,Raval,,1.650,,,2,
barcelona,29,Raval,,1.000,45,22,2,
barcelona,29,Raval,,1.500,50,30,2,
barcelona,29,Raval,,1.100,55,20,1,
barcelona,29,Raval,,2.550,80,32,2,
barcelona,29,Raval,,2.450,80,31,3,
barcelona,29,Raval,,2.370,65,36,2,
barcelona,29,Raval,,2.300,60,38,1,
barcelona,30,Raval,,2.850,,,3,
barcelona,30,Raval,,2.500,,,3,
barcelona,30,Raval,,2.850,,,3,
barcelona,30,Raval,,2.850,,,2,
barcelona,30,Raval,,2.850,,,2,
barcelona,30,Raval,,2.850,75,38,2,
barcelona,30,Raval,,1.700,95,18,2,
barcelona,30,Raval,,2.850,70,41,2,
barcelona,30,Raval,,1.150,85,14,1,
barcelona,30,Raval,,1.400,44,32,1,
barcelona,30,Raval,,1.200,35,34,1,
barcelona,30,Raval,,1.360,60,23,3,
barcelona,30,Raval,,1.360,70,19,3,
barcelona,30,Raval,,1.100,40,28,1,
barcelona,30,Raval,,1.100,40,28,1,
barcelona,30,Raval,,750,75,10,1,
barcelona,30,Raval,,2.039,110,19,3,
barcelona,30,Raval,,1.150,40,29,1,
barcelona,30,Raval,,1.260,78,16,1,
barcelona,30,Raval,,1.200,67,18,3,
barcelona,31,Raval,,1.650,44,38,,
barcelona,31,Raval,,1.200,64,19,2,
barcelona,31,Raval,,1.800,66,27,3,
barcelona,31,Raval,,1.800,50,36,3,
barcelona,31,Raval,,1.300,66,20,3,
barcelona,31,Raval,,1.600,80,20,2,
barcelona,31,Raval,,1.650,78,21,2,
barcelona,31,Raval,,1.600,75,21,3,
barcelona,31,Raval,,1.950,,,2,
barcelona,31,Raval,,1.800,60,30,3,
barcelona,31,Raval,,1.200,67,18,3,
barcelona,31,Raval,,1.600,60,27,2,
barcelona,31,Raval,,1.400,80,18,3,
barcelona,31,Raval,,1.950,65,30,2,
barcelona,31,Raval,,1.800,40,45,2,
barcelona,31,Raval,,1.200,60,20,2,
barcelona,31,Raval,,1.200,46,26,3,
barcelona,31,Raval,,2.600,135,19,5,
barcelona,31,Raval,,1.500,42,36,3,
barcelona,31,Raval,,1.400,84,17,3,
barcelona,32,Raval,,1.200,40,30,1,
barcelona,32,Raval,,2.500,88,28,3,
barcelona,32,Raval,,1.450,,,1,
barcelona,32,Raval,,2.300,70,33,3,
barcelona,32,Raval,,1.200,60,20,3,
barcelona,32,Raval,,1.100,60,18,3,
barcelona,32,Raval,,2.450,80,31,3,
barcelona,32,Raval,,1.300,68,19,2,
barcelona,32,Raval,,2.300,90,26,3,
barcelona,32,Raval,,1.400,68,21,2,
barcelona,32,Raval,,2.450,65,38,3,
barcelona,32,Raval,,1.700,68,25,2,
barcelona,32,Raval,,1.900,46,41,1,
barcelona,32,Raval,,1.650,,,2,
barcelona,32,Raval,,1.200,,,2,
barcelona,32,Raval,,2.300,115,20,3,
barcelona,32,Raval,,1.200,80,15,3,
barcelona,32,Raval,,1.200,60,20,1,
barcelona,32,Raval,,2.300,84,27,3,
barcelona,32,Raval,,1.200,59,20,1,
barcelona,33,Raval,,1.500,68,22,2,
barcelona,33,Raval,,2.450,75,33,3,
barcelona,33,Raval,,2.500,110,23,3,
barcelona,33,Raval,,1.700,76,22,3,
barcelona,33,Raval,,2.600,,,3,
barcelona,33,Raval,,1.500,,,2,
barcelona,33,Raval,,1.300,54,24,3,
barcelona,33,Raval,,1.800,95,19,4,
barcelona,33,Raval,,1.300,50,26,3,
barcelona,33,Raval,,1.300,82,16,3,
barcelona,33,Raval,,1.300,90,14,3,
barcelona,33,Raval,,1.800,83,22,4,
barcelona,33,Raval,,1.300,54,24,3,
barcelona,33,Raval,,2.400,100,24,4,
barcelona,33,Raval,,1.300,52,25,2,
barcelona,33,Raval,,1.650,,,1,
barcelona,33,Raval,,1.200,,,2,
barcelona,33,Raval,,1.500,,,3,
barcelona,33,Raval,,1.200,40,30,1,
barcelona,33,Raval,,1.200,110,11,3,
barcelona,34,Raval,,1.200,75,16,2,
barcelona,34,Raval,,1.950,60,33,1,
barcelona,34,Raval,,1.950,50,39,1,
barcelona,34,Raval,,1.800,,,3,
barcelona,34,Raval,,2.950,90,33,4,
barcelona,34,Raval,,3.100,90,34,4,
barcelona,34,Raval,,2.700,120,23,4,
barcelona,34,Raval,,1.900,113,17,4,
barcelona,34,Raval,,2.950,100,30,4,
barcelona,34,Raval,,1.700,111,15,4,
barcelona,34,Raval,,1.200,,,3,
barcelona,34,Raval,,2.950,90,33,3,
barcelona,34,Raval,,1.200,89,13,3,
barcelona,34,Raval,,3.250,115,28,3,
barcelona,34,Raval,,2.950,90,33,3,
barcelona,34,Raval,,1.200,60,20,2,
barcelona,34,Raval,,2.150,65,33,2,
barcelona,34,Raval,,2.150,60,36,2,
barcelona,34,Raval,,2.950,90,33,2,
barcelona,34,Raval,,2.150,60,36,2,
barcelona,35,Raval,,2.150,75,29,2,
barcelona,35,Raval,,1.900,80,24,2,
barcelona,35,Raval,,2.150,80,27,2,
barcelona,35,Raval,,2.000,73,27,3,
barcelona,35,Raval,,2.100,92,23,3,
barcelona,35,Raval,,1.300,99,13,3,
barcelona,35,Raval,,1.200,70,17,2,
barcelona,35,Raval,,1.450,,,1,
barcelona,35,Raval,,1.300,56,23,2,
barcelona,35,Raval,,1.950,,,2,
barcelona,35,Raval,,1.950,,,2,
barcelona,35,Raval,,1.200,,,2,
barcelona,35,Raval,,1.900,87,22,2,
barcelona,35,Raval,,1.450,,,2,
barcelona,35,Raval,,1.450,,,1,
barcelona,35,Raval,,1.200,,,2,
barcelona,35,Raval,,1.100,60,18,2,
barcelona,35,Raval,,1.100,,,2,
barcelona,35,Raval,,1.200,,,2,
barcelona,35,Raval,,1.100,68,16,2,
barcelona,36,Raval,,1.950,,,2,
barcelona,36,Raval,,1.100,64,17,2,
barcelona,36,Raval,,1.400,,,2,
barcelona,36,Raval,,1.200,35,34,2,
barcelona,36,Raval,,1.200,66,18,1,
barcelona,36,Raval,,1.700,,,3,
barcelona,36,Raval,,1.300,,,3,
barcelona,36,Raval,,2.500,90,28,4,
barcelona,36,Raval,,1.100,58,19,2,
barcelona,36,Raval,,1.300,,,2,
barcelona,36,Raval,,1.200,55,22,2,
barcelona,36,Raval,,1.600,65,25,3,
barcelona,36,Raval,,1.600,105,15,4,
barcelona,36,Raval,,1.300,88,15,3,
barcelona,36,Raval,,1.500,,,2,
barcelona,36,Raval,,1.700,47,36,2,
barcelona,36,Raval,,1.700,68,25,2,
barcelona,36,Raval,,1.200,68,18,2,
barcelona,36,Raval,,1.300,68,19,2,
barcelona,36,Raval,,2.300,40,58,1,
barcelona,37,Raval,,1.500,68,22,2,
barcelona,37,Raval,,1.600,63,25,1,
barcelona,37,Raval,,1.400,68,21,2,
barcelona,37,Raval,,2.000,73,27,2,
barcelona,37,Raval,,1.500,45,33,2,
barcelona,37,Raval,,1.300,65,20,4,
barcelona,37,Raval,,1.300,53,25,1,
barcelona,37,Raval,,1.300,70,19,2,
barcelona,37,Raval,,1.200,40,30,1,
barcelona,37,Raval,,1.600,50,32,1,
barcelona,37,Raval,,1.800,65,28,2,
barcelona,37,Raval,,1.800,65,28,2,
barcelona,37,Raval,,2.200,100,22,2,
barcelona,37,Raval,,1.350,38,36,1,
barcelona,37,Raval,,1.250,90,14,1,
barcelona,37,Raval,,1.970,55,36,1,
barcelona,37,Raval,,1.750,60,29,2,
barcelona,37,Raval,,1.650,50,33,2,
barcelona,37,Raval,,1.400,90,16,2,
barcelona,37,Raval,,990,25,40,1,
barcelona,38,Raval,,1.100,,,1,
barcelona,38,Raval,,1.700,75,23,3,
barcelona,38,Raval,,1.300,,,1,
barcelona,38,Raval,,1.300,,,1,
barcelona,38,Raval,,1.690,70,24,2,
barcelona,38,Raval,,1.300,55,24,1,
barcelona,38,Raval,,1.100,57,19,1,
barcelona,38,Raval,,1.360,50,27,1,
barcelona,38,Raval,,2.095,84,25,2,
barcelona,38,Raval,,950,26,37,1,
barcelona,38,Raval,,1.450,35,41,1,
barcelona,38,Raval,,1.400,70,20,3,
barcelona,38,Raval,,1.300,35,37,1,
barcelona,38,Raval,,1.100,,,2,
barcelona,38,Raval,,1.350,47,29,1,
barcelona,38,Raval,,1.000,30,33,2,
barcelona,38,Raval,,1.200,100,12,2,
barcelona,38,Raval,,1.100,70,16,2,
barcelona,38,Raval,,1.600,90,18,3,
barcelona,38,Raval,,1.300,70,19,3,
barcelona,39,Raval,,1.400,70,20,3,
barcelona,39,Raval,,1.150,60,19,2,
barcelona,39,Raval,,1.050,70,15,2,
barcelona,39,Raval,,1.000,49,20,2,
barcelona,39,Raval,,1.000,50,20,1,
barcelona,39,Raval,,950,50,19,1,
barcelona,39,Raval,,800,51,16,2,
barcelona,39,Raval,,1.500,90,17,2,
barcelona,39,Raval,,1.300,38,34,2,
barcelona,39,Raval,,1.300,38,34,2,
barcelona,39,Raval,,1.250,35,36,1,
barcelona,39,Raval,,1.295,43,30,1,
barcelona,39,Raval,,1.700,60,28,3,
barcelona,39,Prosperitat,,1.250,60,21,2,1
barcelona,39,Raval,,1.500,40,38,2,2
barcelona,39,Sant Antoni,,1.400,70,20,1,1
barcelona,39,Dreta Eixample,,1.400,45,31,2,1
barcelona,39,Fort Pius,,1.800,45,40,3,2
barcelona,39,Raval,,1.710,42,41,2,
barcelona,39,Raval,,1.100,35,31,2,
barcelona,40,Raval,,1.200,70,17,1,
barcelona,40,Raval,,800,40,20,1,
barcelona,40,Raval,,1.700,95,18,3,
barcelona,40,Raval,,1.100,60,18,1,
barcelona,40,Raval,,1.100,,,1,
barcelona,40,Raval,,1.900,,,2,
barcelona,40,Raval,,1.750,70,25,3,
barcelona,40,Raval,,1.800,80,23,3,
barcelona,40,Raval,,1.290,75,17,2,
barcelona,40,Raval,,2.250,120,19,3,
barcelona,40,Raval,,850,45,19,1,
barcelona,40,Raval,,1.000,50,20,2,
barcelona,40,Raval,,2.850,,,3,
barcelona,40,Raval,,2.200,,,3,
barcelona,40,Raval,,1.350,70,19,2,
barcelona,40,Raval,,2.250,130,17,3,
barcelona,40,Raval,,2.100,79,27,3,
barcelona,40,Raval,,1.500,120,13,2,
barcelona,40,Raval,,2.350,71,33,2,
barcelona,40,Raval,,1.300,100,13,3,
barcelona,41,Raval,,1.250,50,25,2,
barcelona,41,Raval,,1.250,50,25,2,
barcelona,41,Raval,,1.250,75,17,2,
barcelona,41,Raval,,1.250,,,2,
barcelona,41,Raval,,1.200,45,27,1,
barcelona,41,Raval,,1.475,58,25,1,
barcelona,41,Raval,,1.600,60,27,2,
barcelona,41,Raval,,1.350,55,25,2,
barcelona,41,Raval,,1.850,,,1,
barcelona,41,Raval,,1.500,,,1,
barcelona,41,Raval,,1.500,47,32,1,
barcelona,41,Raval,,1.650,,,2,
barcelona,41,Raval,,900,30,30,1,
barcelona,41,Raval,,900,50,18,2,
barcelona,41,Les Corts,"Avda. de Madrid, 3º",1.300,80,16,3,1
barcelona,41,Raval,,1.200,80,15,1,
barcelona,41,Raval,,950,,,2,
barcelona,41,Raval,,1.350,58,23,2,
barcelona,41,Raval,,1.300,40,33,2,
barcelona,41,Raval,,1.700,,,3,
barcelona,42,Raval,,1.300,,,1,
barcelona,42,Raval,,1.200,,,3,
barcelona,42,Raval,,1.200,,,2,
barcelona,42,Raval,,1.300,,,3,
barcelona,42,Raval,,1.200,,,2,
barcelona,42,Raval,,1.150,,,2,
barcelona,42,Raval,,1.250,,,3,
barcelona,42,Raval,,1.400,,,3,
barcelona,42,Raval,,1.150,,,3,
barcelona,42,Raval,,1.250,,,2,
barcelona,42,Raval,,3.500,115,30,3,
barcelona,42,Raval,,2.800,90,31,2,
barcelona,42,Raval,,1.200,48,25,2,
barcelona,42,Raval,,1.050,,,1,
barcelona,42,Raval,,1.000,,,2,
barcelona,42,Raval,,1.200,90,13,3,
barcelona,42,Raval,,850,,,1,
barcelona,42,Raval,,1.900,120,16,2,
barcelona,42,Raval,,1.450,53,27,2,
barcelona,42,Raval,,1.600,75,21,1,
barcelona,43,Raval,,1.300,77,17,2,
barcelona,43,Raval,,990,35,28,1,
barcelona,43,Raval,,1.900,63,30,2,
barcelona,43,Raval,,1.100,70,16,2,
barcelona,43,Raval,,1.700,70,24,3,
barcelona,43,Raval,,1.750,65,27,2,
barcelona,43,Raval,,1.100,34,32,1,
barcelona,43,Raval,,1.700,,,3,
barcelona,43,Raval,,1.600,75,21,3,
barcelona,43,Raval,,1.350,80,17,3,
barcelona,43,Raval,,1.350,80,17,3,
barcelona,43,Raval,,1.350,80,17,3,
barcelona,43,Raval,,1.350,80,17,3,
barcelona,43,Raval,,1.350,80,17,3,
barcelona,43,Raval,,1.350,80,17,3,
barcelona,43,Raval,,1.350,80,17,3,
barcelona,43,Raval,,1.350,80,17,3,
barcelona,43,Raval,,1.350,80,17,3,
barcelona,43,Raval,,1.350,80,17,2,
barcelona,43,Raval,,1.700,,,3,
barcelona,44,Raval,,930,50,19,1,
barcelona,44,Raval,,1.000,34,29,1,
barcelona,44,Raval,,2.100,100,21,3,
barcelona,44,Raval,,1.250,60,21,2,
barcelona,44,Raval,,1.000,35,29,1,
barcelona,44,Raval,,1.400,60,23,2,
barcelona,44,Raval,,1.500,,,4,
barcelona,44,Raval,,1.590,,,2,
barcelona,44,Raval,,2.100,86,24,2,
barcelona,44,Raval,,1.290,55,23,1,
barcelona,44,Raval,,1.250,50,25,2,
barcelona,44,Raval,,1.250,50,25,2,
barcelona,44,Raval,,1.250,50,25,2,
barcelona,44,Raval,,1.250,50,25,2,
barcelona,44,Raval,,1.590,50,32,1,
barcelona,44,Raval,,1.700,85,20,3,
barcelona,44,Raval,,1.200,55,22,2,
barcelona,44,Raval,,1.700,110,15,3,
barcelona,44,Trinitat Vella,,1.050,46,23,1,1
barcelona,44,Trinitat Vella,,1.320,60,22,1,1
barcelona,45,Raval,,1.100,52,21,2,
barcelona,45,Raval,,2.000,110,18,3,
barcelona,45,Raval,,1.500,65,23,1,
barcelona,45,Raval,,1.800,65,28,1,
barcelona,45,Raval,,2.000,100,20,3,
barcelona,45,Raval,,1.900,100,19,3,
barcelona,45,Raval,,1.950,100,20,3,
barcelona,45,Raval,,1.900,100,19,3,
barcelona,45,Raval,,2.000,90,22,3,
barcelona,45,Raval,,1.900,70,27,3,
barcelona,45,Raval,,1.590,70,23,2,
barcelona,45,Raval,,1.590,50,32,1,
barcelona,45,Raval,,1.100,50,22,2,
